"Accepted Symbol","Synonym Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents"
"FERUR2","FERUJ","Festuca rubra var. juncea","","Festuca","","rubra","","","","var.","","juncea","","","","","L.","(Hack.) K. Richt.","","",""
"FERUR2","FERUP","Festuca rubra var. prolifera","","Festuca","","rubra","","","","var.","","prolifera","","","","","L.","(Piper) Piper","","",""
"FERUS","","Festuca rubra ssp. secunda","","Festuca","","rubra","ssp.","","secunda","","","","","","","","L.","(J. Presl) Pavlick","","",""
"FERUS","BRSE4","Bromus secundus","","Bromus","","secundus","","","","","","","","","","","J. Presl","","","",""
"FESA","","Festuca saximontana","","Festuca","","saximontana","","","","","","","","","","","Rydb.","","","",""
"FESAP","","Festuca saximontana var. purpusiana","","Festuca","","saximontana","","","","var.","","purpusiana","","","","","Rydb.","(St.-Yves) Frederiksen & Pavlick","","",""
"FESAP","FEOVP2","Festuca ovina var. purpusiana","","Festuca","","ovina","","","","var.","","purpusiana","","","","","L.","St.-Yves","","",""
"FESAS","","Festuca saximontana var. saximontana","","Festuca","","saximontana","","","","var.","","saximontana","","","","","Rydb.","Rydb.","","",""
"FESAS","FEBRR","Festuca brachyphylla var. rydbergii","","Festuca","","brachyphylla","","","","var.","","rydbergii","","","","","Schult. ex Schult. & Schult. f.","(St.-Yves) Cronquist","","",""
"FESAS","FEOVR","Festuca ovina var. rydbergii","","Festuca","","ovina","","","","var.","","rydbergii","","","","","L.","St.-Yves","","",""
"FESAS","FEOVS2","Festuca ovina var. saximontana","","Festuca","","ovina","","","","var.","","saximontana","","","","","L.","(Rydb.) Gleason","","",""
"FESAS","FESAR2","Festuca saximontana var. robertsiana","","Festuca","","saximontana","","","","var.","","robertsiana","","","","","Rydb.","Pavlick","","",""
"FESU","","Festuca subulata","","Festuca","","subulata","","","","","","","","","","","Trin.","","","",""
"FEVI4","","Festuca viviparoidea","","Festuca","","viviparoidea","","","","","","","","","","","Krajina ex Pavlick","","","",""
"FEVIV5","","Festuca viviparoidea ssp. viviparoidea","","Festuca","","viviparoidea","ssp.","","viviparoidea","","","","","","","","Krajina ex Pavlick","Krajina ex Pavlick","","",""
"FEVIV5","FEOVV2","Festuca ovina var. vivipara","","Festuca","","ovina","","","","var.","","vivipara","","","","","L.","L.","","",""
"FEVIV5","FESU4","Festuca supina","","Festuca","","supina","","","","","","","","","","","auct. non Schur","","","",""
"FEVIV5","FEVI5","Festuca vivipara","","Festuca","","vivipara","","","","","","","","","","","auct. non (L.) Sm.","","","",""
"FEVIV5","FEVIG","Festuca vivipara ssp. glabra","","Festuca","","vivipara","ssp.","","glabra","","","","","","","","(L.) Sm.","Frederiksen","","",""
"FEVIV5","FEVIV4","Festuca vivipara ssp. vivipara","","Festuca","","vivipara","ssp.","","vivipara","","","","","","","","(L.) Sm.","(L.) Sm.","","",""
"FISSI2","","Fissidens","","Fissidens","","","","","","","","","","","","","","","","",""
"FRAGA","","Fragaria","","Fragaria","","","","","","","","","","","","","","","","",""
"FRAN","","Fragaria ×ananassa","","Fragaria","×","ananassa","","","","","","","","","","","(Weston) Duchesne ex Rozier (pro sp.)","","","","[chiloensis × virginiana]"
"FRANC3","","Fragaria ×ananassa ssp. cuneifolia","","Fragaria","×","ananassa","ssp.","","cuneifolia","","","","","","","","(Weston) Duchesne ex Rozier","(Nutt. ex Howell) Staudt (pro nm.)","","",""
"FRANC3","FRANC2","Fragaria ×ananassa var. cuneifolia","","Fragaria","×","ananassa","","","","var.","","cuneifolia","","","","","(Weston) Duchesne ex Rozier","(Nutt. ex Howell) Staudt","","",""
"FRANC3","FRCU2","Fragaria cuneifolia","","Fragaria","","cuneifolia","","","","","","","","","","","Nutt. ex Howell","","","",""
"FRANC3","FRGR5","Fragaria grandiflora","","Fragaria","","grandiflora","","","","","","","","","","","Ehrh.","","","",""
"FRCH","","Fragaria chiloensis","","Fragaria","","chiloensis","","","","","","","","","","","(L.) Mill.","","","",""
"FRCHP","","Fragaria chiloensis ssp. pacifica","","Fragaria","","chiloensis","ssp.","","pacifica","","","","","","","","(L.) Mill.","Staudt","","",""
"FRVI","","Fragaria virginiana","","Fragaria","","virginiana","","","","","","","","","","","Duchesne","","","",""
"FRVIG2","","Fragaria virginiana ssp. glauca","","Fragaria","","virginiana","ssp.","","glauca","","","","","","","","Duchesne","(S. Watson) Staudt","","",""
"FRVIG2","FRGL2","Fragaria glauca","","Fragaria","","glauca","","","","","","","","","","","(S. Watson) Rydb.","","","",""
"FRVIG2","FRMU","Fragaria multicipita","","Fragaria","","multicipita","","","","","","","","","","","Fernald","","","",""
"FRVIG2","FROV","Fragaria ovalis","","Fragaria","","ovalis","","","","","","","","","","","(Lehm.) Rydb.","","","",""
"FRVIG2","FRPA5","Fragaria pauciflora","","Fragaria","","pauciflora","","","","","","","","","","","Rydb.","","","",""
"FRVIG2","FRVIG4","Fragaria virginiana var. glauca","","Fragaria","","virginiana","","","","var.","","glauca","","","","","Duchesne","S. Watson","","",""
"FRVIG2","FRVIO2","Fragaria virginiana var. ovalis","","Fragaria","","virginiana","","","","var.","","ovalis","","","","","Duchesne","(Lehm.) R.J. Davis","","",""
"FRVIG2","FRVIT","Fragaria virginiana var. terrae-novae","","Fragaria","","virginiana","","","","var.","","terrae-novae","","","","","Duchesne","(Rydb.) Fernald & Wiegand","","",""
"FRVIP2","","Fragaria virginiana ssp. platypetala","","Fragaria","","virginiana","ssp.","","platypetala","","","","","","","","Duchesne","(Rydb.) Staudt","","",""
"FRVIP2","FRPL2","Fragaria platypetala","","Fragaria","","platypetala","","","","","","","","","","","Rydb.","","","",""
"FRVIP2","FRPLS","Fragaria platypetala var. sibbaldifolia","","Fragaria","","platypetala","","","","var.","","sibbaldifolia","","","","","Rydb.","(Rydb.) Jeps.","","",""
"FRVIP2","FRSI","Fragaria sibbaldifolia","","Fragaria","","sibbaldifolia","","","","","","","","","","","Rydb.","","","",""
"FRVIP2","FRSU","Fragaria suksdorfii","","Fragaria","","suksdorfii","","","","","","","","","","","Rydb.","","","",""
"FRVIP2","FRTR","Fragaria truncata","","Fragaria","","truncata","","","","","","","","","","","Rydb.","","","",""
"FRVIP2","FRVIP3","Fragaria virginiana var. platypetala","","Fragaria","","virginiana","","","","var.","","platypetala","","","","","Duchesne","(Rydb.) H.M. Hall","","",""
"FRITI","","Fritillaria","","Fritillaria","","","","","","","","","","","","","","","","",""
"FRCA5","","Fritillaria camschatcensis","","Fritillaria","","camschatcensis","","","","","","","","","","","(L.) Ker Gawl.","","","",""
"FRCA5","LICA28","Lilium camschatcense","","Lilium","","camschatcense","","","","","","","","","","","L.","","","",""
"GAILL","","Gaillardia","","Gaillardia","","","","","","","","","","","","","","","","",""
"GAPU","","Gaillardia pulchella","","Gaillardia","","pulchella","","","","","","","","","","","Foug.","","","",""
"GALEO","","Galeopsis","","Galeopsis","","","","","","","","","","","","","","","","",""
"GABI3","","Galeopsis bifida","","Galeopsis","","bifida","","","","","","","","","","","Boenn.","","","",""
"GABI3","GATEB","Galeopsis tetrahit var. bifida","","Galeopsis","","tetrahit","","","","var.","","bifida","","","","","L.","(Boenn.) Lej. & Court.","","",""
"GATE2","","Galeopsis tetrahit","","Galeopsis","","tetrahit","","","","","","","","","","","L.","","","",""
"GALIU","","Galium","","Galium","","","","","","","","","","","","","","","","",""
"GAAP2","","Galium aparine","","Galium","","aparine","","","","","","","","","","","L.","","","",""
"GAAP2","GAAGE","Galium agreste var. echinospermum","","Galium","","agreste","","","","var.","","echinospermum","","","","","Wallr.","Wallr.","","",""
"GAAP2","GAAPS","Galium aparine ssp. spurium","","Galium","","aparine","ssp.","","spurium","","","","","","","","L.","(L.) Simonkai","","",""
"GAAP2","GAAPE","Galium aparine var. echinospermum","","Galium","","aparine","","","","var.","","echinospermum","","","","","L.","(Wallr.) Farw.","","",""
"GAAP2","GAAPI","Galium aparine var. intermedium","","Galium","","aparine","","","","var.","","intermedium","","","","","L.","(Merr.) Briq.","","",""
"GAAP2","GAAPM","Galium aparine var. minor","","Galium","","aparine","","","","var.","","minor","","","","","L.","Hook.","","",""
"GAAP2","GAAPV","Galium aparine var. vaillantii","","Galium","","aparine","","","","var.","","vaillantii","","","","","L.","(DC.) Koch","","",""
"GAAP2","GASP3","Galium spurium","","Galium","","spurium","","","","","","","","","","","L.","","","",""
"GAAP2","GASPE","Galium spurium var. echinospermum","","Galium","","spurium","","","","var.","","echinospermum","","","","","L.","(Wallr.) Hayek","","",""
"GAAP2","GASPV","Galium spurium var. vaillantii","","Galium","","spurium","","","","var.","","vaillantii","","","","","L.","(DC.) Gren. & Godr.","","",""
"GAAP2","GASPV2","Galium spurium var. vaillantii","","Galium","","spurium","","","","var.","","vaillantii","","","","","L.","(DC.) G. Beck","","",""
"GAAP2","GAVA","Galium vaillantii","","Galium","","vaillantii","","","","","","","","","","","DC.","","","",""
"GABO2","","Galium boreale","","Galium","","boreale","","","","","","","","","","","L.","","","",""
"GABO2","GABOS","Galium boreale ssp. septentrionale","","Galium","","boreale","ssp.","","septentrionale","","","","","","","","L.","(Roem. & Schult.) H. Hara","","",""
"GABO2","GABOS2","Galium boreale ssp. septentrionale","","Galium","","boreale","ssp.","","septentrionale","","","","","","","","L.","(Roem. & Schult.) Iltis","","",""
"GABO2","GABOH","Galium boreale var. hyssopifolium","","Galium","","boreale","","","","var.","","hyssopifolium","","","","","L.","(Hoffm.) DC.","","",""
"GABO2","GABOI","Galium boreale var. intermedium","","Galium","","boreale","","","","var.","","intermedium","","","","","L.","DC.","","",""
"GABO2","GABOL","Galium boreale var. linearifolium","","Galium","","boreale","","","","var.","","linearifolium","","","","","L.","Rydb.","","",""
"GABO2","GABOS3","Galium boreale var. scabrum","","Galium","","boreale","","","","var.","","scabrum","","","","","L.","DC.","","",""
"GABO2","GABOT","Galium boreale var. typicum","","Galium","","boreale","","","","var.","","typicum","","","","","L.","G. Beck","","",""
"GABO2","GAHY2","Galium hyssopifolium","","Galium","","hyssopifolium","","","","","","","","","","","Hoffm.","","","",""
"GABO2","GASE6","Galium septentrionale","","Galium","","septentrionale","","","","","","","","","","","Roem. & Schult.","","","",""
"GABO2","GAST4","Galium strictum","","Galium","","strictum","","","","","","","","","","","Torr.","","","",""
"GAKA","","Galium kamtschaticum","","Galium","","kamtschaticum","","","","","","","","","","","Steller ex Schult. & Schult. f.","","","",""
"GATR2","","Galium trifidum","","Galium","","trifidum","","","","","","","","","","","L.","","","",""
"GATRC","","Galium trifidum ssp. columbianum","","Galium","","trifidum","ssp.","","columbianum","","","","","","","","L.","(Rydb.) Hultén","","",""
"GATRC","GACO10","Galium columbianum","","Galium","","columbianum","","","","","","","","","","","Rydb.","","","",""
"GATRC","GACY","Galium cymosum","","Galium","","cymosum","","","","","","","","","","","Wiegand","","","",""
"GATRC","GATRP3","Galium trifidum ssp. pacificum","","Galium","","trifidum","ssp.","","pacificum","","","","","","","","L.","(Wiegand) Piper","","",""
"GATRC","GATRP","Galium trifidum var. pacificum","","Galium","","trifidum","","","","var.","","pacificum","","","","","L.","Wiegand","","",""
"GATRS2","","Galium trifidum ssp. subbiflorum","","Galium","","trifidum","ssp.","","subbiflorum","","","","","","","","L.","(Wiegand) Piper","","",""
"GATRS2","GABR8","Galium brandegeei","","Galium","","brandegeei","","","","","","","","","","","A. Gray p.p.","","","",""
"GATRS2","GACLS","Galium claytonii var. subbiflorum","","Galium","","claytonii","","","","var.","","subbiflorum","","","","","Michx.","(Wiegand) Wiegand","","",""
"GATRS2","GASU4","Galium subbiflorum","","Galium","","subbiflorum","","","","","","","","","","","(Wiegand) Rydb.","","","",""
"GATRS2","GATIS","Galium tinctorium var. subbiflorum","","Galium","","tinctorium","","","","var.","","subbiflorum","","","","","(L.) Scop.","(Wiegand) Fernald","","",""
"GATRS2","GATRP2","Galium trifidum var. pusillum","","Galium","","trifidum","","","","var.","","pusillum","","","","","L.","A. Gray","","",""
"GATRS2","GATRS3","Galium trifidum var. subbiflorum","","Galium","","trifidum","","","","var.","","subbiflorum","","","","","L.","Wiegand","","",""
"GATRT5","","Galium trifidum ssp. trifidum","","Galium","","trifidum","ssp.","","trifidum","","","","","","","","L.","L.","","",""
"GATR3","","Galium triflorum","","Galium","","triflorum","","","","","","","","","","","Michx.","","","",""
"GATR3","GABR9","Galium brachiatum","","Galium","","brachiatum","","","","","","","","","","","Pursh","","","",""
"GATR3","GAPE5","Galium pennsylvanicum","","Galium","","pennsylvanicum","","","","","","","","","","","W. Bartram","","","",""
"GATR3","GATRA","Galium triflorum var. asprelliforme","","Galium","","triflorum","","","","var.","","asprelliforme","","","","","Michx.","Fernald","","",""
"GATR3","GATRV","Galium triflorum var. viridiflorum","","Galium","","triflorum","","","","var.","","viridiflorum","","","","","Michx.","DC.","","",""
"GAULT","","Gaultheria","","Gaultheria","","","","","","","","","","","","","","","","",""
"GAMI2","","Gaultheria miqueliana","","Gaultheria","","miqueliana","","","","","","","","","","","Takeda","","","",""
"GASH","","Gaultheria shallon","","Gaultheria","","shallon","","","","","","","","","","","Pursh","","","",""
"GENTI","","Gentiana","","Gentiana","","","","","","","","","","","","","","","","",""
"GEAL2","","Gentiana algida","","Gentiana","","algida","","","","","","","","","","","Pall.","","","",""
"GEAL2","GERO4","Gentiana romanzovii","","Gentiana","","romanzovii","","","","","","","","","","","Ledeb. ex Bunge","","","",""
"GEAL2","GEAL6","Gentianodes algida","","Gentianodes","","algida","","","","","","","","","","","(Pall.) Á. Löve & D. Löve","","","",""
"GEDO","","Gentiana douglasiana","","Gentiana","","douglasiana","","","","","","","","","","","Bong.","","","",""
"GEGL","","Gentiana glauca","","Gentiana","","glauca","","","","","","","","","","","Pall.","","","",""
"GEGL","DAGL4","Dasystephana glauca","","Dasystephana","","glauca","","","","","","","","","","","(Pall.) Rydb.","","","",""
"GEGL","GEGL3","Gentianodes glauca","","Gentianodes","","glauca","","","","","","","","","","","(Pall.) Á. Löve & D. Löve","","","",""
"GEPL","","Gentiana platypetala","","Gentiana","","platypetala","","","","","","","","","","","Griseb.","","","",""
"GEPR3","","Gentiana prostrata","","Gentiana","","prostrata","","","","","","","","","","","Haenke","","","",""
"GEPR3","CHNU4","Chondrophylla nutans","","Chondrophylla","","nutans","","","","","","","","","","","(Bunge) W.A. Weber","","","",""
"GEPR3","CHPR15","Chondrophylla prostrata","","Chondrophylla","","prostrata","","","","","","","","","","","(Haenke) J.P. Anderson","","","",""
"GEPR3","CIPR3","Ciminalis prostrata","","Ciminalis","","prostrata","","","","","","","","","","","(Haenke) Á. Löve & D. Löve","","","",""
"GEPR3","GENU","Gentiana nutans","","Gentiana","","nutans","","","","","","","","","","","Bunge","","","",""
"GEPR3","GEPRA2","Gentiana prostrata var. americana","","Gentiana","","prostrata","","","","var.","","americana","","","","","Haenke","Engelm.","","",""
"GENTI2","","Gentianella","","Gentianella","","","","","","","","","","","","","","","","",""
"GEAM3","","Gentianella amarella","","Gentianella","","amarella","","","","","","","","","","","(L.) Börner","","","",""
"GEAMA","","Gentianella amarella ssp. acuta","","Gentianella","","amarella","ssp.","","acuta","","","","","","","","(L.) Börner","(Michx.) J.M. Gillett","","",""
"GEAMA","AMAC5","Amarella acuta","","Amarella","","acuta","","","","","","","","","","","(Michx.) Raf.","","","",""
"GEAMA","AMPL","Amarella plebeja","","Amarella","","plebeja","","","","","","","","","","","(Ledeb. ex Spreng.) Greene","","","",""
"GEAMA","AMPLH","Amarella plebeja var. holmii","","Amarella","","plebeja","","","","var.","","holmii","","","","","(Ledeb. ex Spreng.) Greene","(Wettst.) Rydb.","","",""
"GEAMA","AMST5","Amarella strictiflora","","Amarella","","strictiflora","","","","","","","","","","","(Rydb.) Greene","","","",""
"GEAMA","GEAC","Gentiana acuta","","Gentiana","","acuta","","","","","","","","","","","Michx.","","","",""
"GEAMA","GEAM4","Gentiana amarella","","Gentiana","","amarella","","","","","","","","","","","auct. non L. p.p.","","","",""
"GEAMA","GEAMA2","Gentiana amarella ssp. acuta","","Gentiana","","amarella","ssp.","","acuta","","","","","","","","L.","(Michx.) Hultén","","",""
"GEAMA","GEAMA4","Gentiana amarella var. acuta","","Gentiana","","amarella","","","","var.","","acuta","","","","","L.","(Michx.) Herder","","",""
"GEAMA","GEAMP2","Gentiana amarella var. plebeja","","Gentiana","","amarella","","","","var.","","plebeja","","","","","L.","(Ledeb. ex Spreng.) Hultén","","",""
